Date,Initials,Clinic,User,Reason,Note,Resolution,Ticket,Escalated,Technician,0-3,4-10,11-20,21-30,31+,Remote session,3+ topics,BP Reinstall,JIRA
1/5,AS,NV_caa,Nancy,Order/sale process,"Recently had a front office staff quit so they're having to relearn everything, needed to know how to take a deposit, print purchase agreement, edit L&D and warr ",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,
1/5,JI,IA_hcs,Kat,Order/sale process,How to create an invoice for ear molds,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/5,LB,IA_hcs,Kat,Order/sale process,Additional help creating an invoice for hearing aids with an earmold.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/5,JI,ON_sfl,Alycia,Repair process,Help with sending HA for repair,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/5,AS,FL_phc,Audrey,Online forms,"Saying that their online forms are not sending out, made ticket to investigate",Unresolved,264137,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/5,JI,WA_sp,Madisyn,Launch link,LL request,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/5,LB,MA_ham,Ann,Deletion of data,Delivered a pair of hearing aids in error. Walked them through the support ticket process to create a ticket for L2.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/5,mm,AB_ace,Rachel,Backend configuration,"has a custy from the UK, so they want to be able to select that country when creating patients and 3rd parties.",Unresolved,264136,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/5,mm,CA_apc,Dee,3rd party billing,summary was off for 3rd party totals. Helped her figure out why,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/5,AS,CT_cou,Allison,Order/sale process,Accidentally took a payment for the wrong Pt.  Showed her how to transfer a payment to a diff pt,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/5,JI,ny_efa,Jenn,Form assistance,Was having trouble processing and saving a form.  Helped her download the form and save it to patients file,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/5,AS,NV_hccc,Andrea,3rd party billing,Wasn't able to reallocate cost for a managed care insurer....  Explained what the managed care option does ,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/5,JI,FL_eve,Sandra,Patient/private billing,Needed help deleting a payment from a patients sales history for a payment that bounced,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/5,mm,NY_lsa,Kevin ,QBO sync issues,"had questions about using another program or if bp does accounting. He doesn't like qbo

also has an open ticket regarding certain patients being marked as inactive in bp, but failing to sync to qbo due to a message of an oustanding balance. ",Unresolved,263892,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/5,mm,MI_lhs,Jessie,Hardware inquiry,Wanted some info on how sig pads work. ,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/5,JP,CA_ehac,Chelsea,Schedule questions/issues,Help editing events and availability,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/5,JI,NV_caa,Nancy,QBD skipped messages,"Had an issue with skipped messages, couldnt remember the transactions.  Forgot she was doing training and they were under her name",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/5,mm,AZ_sdh,Dionna,QBO integration/accounting question,wants to make the switch to qbo and had some questions on what it takes. ,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/5,AS,AZ_whg,Dianna,Inventory,"Wondering how to clean up inventory, went over inventory report and how to edit inventory items",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/5,LB,IL_nsa,Lydia,Claims tracking,Reopening a closed claim.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/5,mm,TX_bet,Judy,Cloud Noah issue,was getting a 309 error message when trying to log in. Got that fixed. They also needed help installing Noah 4.117 on another computer but it had no space left in the hard drive. I helped clean it up but then lost connection.,Waiting on Customer,,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,
1/5,LB,BC_son,Fred,Audiology,Editing an audiogram on a patients file and saving (required field hadn't been set).,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/5,LB,WY_hso,Alyssa,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/5,mm,IL_nsa,Lydia,Claims tracking,she created a write off from the patient side not insurer so it was showing that on invoice and she didn't know how to fix it. ,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/5,mm,TX_fhc,Kristi,Launch link,reinstall,Resolved,264248,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/5,JI,FL_acc,Amy,3rd party billing,Needed help prepating a HCFA,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/5,JP,CT_ahhc,Ed,Order/sale process,"Regenerate invoice, edit invoice",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/5,AS,CA_ehac,Chelsea,OAB,"Very confused about block scheduling and OAB, they were still on availability and trying to set blocks for online booking, while still using availability",Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/5,JI,AB_amp,Roshni,Merge patient files,How to merge patient files,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/5,AS,BC_par,Brigitta,Merge patient files,Wondering how to properly merge patients,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/5,JI,BC_hcc,Brittany,Patient/private billing,Needed help applying a discount,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/6,SF,GA_mhs,Brenda,Return/exchange help,"Patients that owe a small balance, how to flag them as having an unpaid balance. Suggested either the patient note or the 'Cash sales only' checkbox.

Question about A/R Aging Detail Report and clearing out patient balances with returns.",Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/6,LR,TX_bro,Eddie,Cloud Noah issue,"Reporting that he couldn't connect to the cloud server, but he's the only one having issues. Tried the classic troubleshooting steps and no dice. Katelyn was also able to connect to the server on our end with no issue. We tinkered for about an hour and couldn't figure this one out. He mentioned that about a month ago they did some big changes to their network/firewall, so it's likely this computer is just missing some settings/whitelisting that the others got. Sending a recap so he can pass along to his IT.",Contacting 3rd Party,264195,TRUE,"Katelyn, Gabe",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,
1/6,LB,TX_asv,Tammy,Document faxing,BP freezing whenever they attempt to fax one of their documents. Confirmed that it's an issue with the template. Will do some testing from my end and create a ticket.,Unresolved,264528,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/6,AS,Unknown,Unknown,Silent/spam,I heard a little bit of a voice and then they hang up immediately,Caller disconnected,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,JI,MI_rah,Theresa,Reports,Looking for a way to print demographic information for patients with specific data not is different than what prints on the summary page. ,Unresolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,JP,AB_aur,Ro,Initial Noah integration,"completed Noah integration, was difficult getting admin access from IT",Resolved,263752,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,
1/6,JP,OH_aal,Kim,3rd party billing,How to enter bulk insurer payment,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,SF,ON_cfh,Julie Ann,New clinic support,Called to check in. Both Curt and Jacqueline were busy. Followed up in ticket.,Waiting on Customer,264194,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,LB,PE_cbh,Kelly,Schedule questions/issues,"New user unable to view provider calendars/colors. Unable to get connected to investigate, but clinic will call us back in 30 when they can get on the device.",Waiting on Customer,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,JP,OK_ohs,Jill,Installation assistance,Help installing bp on new computer,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/6,JI,VA_nrvh,Joanne,Add custom template,Needs assistance with a customer audiogram form. Will send us what they are hoping to use,Unresolved,264197,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,SF,BC_nph,Azim,New clinic support,Called to check in and followup with ticket. Going to try to find some time to train other members of the clinic.,Waiting on Customer,260316,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,SF,FL_acc,Chris,Claims tracking,"Issue with order, trying to add 3rd party allocation. It was set up with Claims Tracking, but he wasn't familiar with it. Talked him through some of the basics and he's going to try it out.",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/6,AS,OH_ear,Dawn,ISP connection issue,"Unable to communicate with launch link, said they checked their internet, wasn't able to access bphelp because their internet is down",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,JP,PE_cbh,Kelly,Schedule questions/issues,color by appt type,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,JI,PA_hfl,Karey,Manual marketing,How to edit and send a manual marketing email,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/6,AS,BC_pur,Aaisha,Interactive SMS,"Wondering about appointment reminders, explained that they are bundled with SMS",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,LB,SD_bah,Kaylee,Local Noah question,Changing the noah file associated with the corresponding patient file in BP. Server computer wasn't available but they will cb as soon as it is. ,Waiting on Customer,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,SF,SD_bah,Kaylee,Local Noah issue,Calling for Logan. Transferred.,Transferred,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,LB,ON_omni,Kabir,QBD integration/accounting question,Calling for Zach A. who was unavailable. Shooting him a message to let him know Kabir requested to speak with him before eod.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,SF,AK_nhsi,Lily,Manual marketing,"Wanted help with a manual marketing campaign. She had added the template and pulled the patient list, and just needed an assist on how to actually send it. Bada-boom.",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,JI,SD_bah,Kaylee,Local Noah issue,Calling for Logan.  ,Unresolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,AS,ME_adf,Ted,3rd party billing,"Insurance changed the amount they paid, walked him though adjusting the payments and writeoffs",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/6,SF,FL_eve,Sandra,Claims tracking,"Had a claim that was submitted through CT for both insurers, but one had an allocation. Needed to close the claim and re-prepare the HCFA so that the allocated insurer was not checked on the HCFA.",Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/6,JI,AB_cec,Karen,3rd party billing,Having an issue with a credit/refund.  Patients account seems to be balanced but there is a return credit that doesnt have a payment to apply to .  karen will talk to her accountant and get to us if needed. ,Waiting on Customer,264147,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/6,LB,NV_hccc,Carolyn,Reports,"Truhearing transactions not appearing on the ""3rd party payer Transactions"" Report for some reason. Directed them to the Managed care report instead.",Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/6,AS,NV_caa,Tammy,Schedule questions/issues,Needed to re-check color by event type,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/6,JP,ON_amhc,Wendy,Update users,Help editing user privileges. Mainly wanted to give someone the ability to recieve with bill/enter manf. bill,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,JI,CA_ehac,Chelsea,Manual marketing,Needed help compiling a list of everyone referred by a profider,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/6,JP,NY_ear,Susan,Patient/private billing,sales history user error correction- wrong amount was refunded,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/6,AS,AB_wra,Lauren,Minor template edits,"Turns out you cannot update a form with a pdf if it was originially uploaded as a .doc, also had some questions about NIHB/backend forms",Resolved,,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,
1/6,JI,ON_thh,Clayton,Installation assistance,Help installing BP on new laptop,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/6,SF,ON_ear,Mia,General help,Wants a way to search for invoices based on a different reference number. Helped show her how to add a note to the invoice to be searched through via the Sales by Income Account report.,Resolved,263766,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/6,LR,OR_pac,Jake,Integrated payment processing,"Trying to ""batch out his settlements"" which is something to do with the payarc terminal apparently?? Something that prints out of the terminal I guess??? He called payarc and he said call us. I gave him Ken Handy's number - said we can help him print reports out of BP but that's about it.",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,SF,BC_ech,Laura,Repair process,"Had a repair that was cancelled and needed to be re-run. Told her she needed to re-deliver the aids first before trying the repair again (they were in ""repair cancelled"" status).",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/6,JP,IL_ahsk,Monique,Return/exchange help,Help returning aids to stock,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/6,mm,NY_fah,Tom,Reports,"can't run the kpi analysis report. Said that he had entered all the required fields correctly, but no data was showing on the report. I was able to run it from my end and it worked. We also had trouble connecting through Screen connect, so I'm having him restart his computer. It wasn't the computer. The report craps out if there is no data to show. Running the report for December works, but not for January 2026. I ran the report to XLS and nothing came out. I told him that if there is data, we'll need to report to our techs. He said he was going to check with his team and get back to us. They told him they made a sale in January. -\0/-",Contacting 3rd Party,,FALSE,,FALSE, ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,JI,OH_gol,Jennifer,Interactive SMS,Getting an error when trying to upload docs for interactive sms setup.  Reached VM,Unresolved,263951,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,JI,NV_hccc,Dawn ,Patient/private billing,"Needed help straigtening out three separate patient billing issues between their insurers and private payments, also is having an issue with the 3rd party payers report",Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,
1/6,AS,BC_wcc,Kyle,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,JP,TX_bet,Judy,3rd party billing,"payment amount was entered incorrectly- helped her edit payment, create write off",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/6,SF,ON_hwo,Bobby,OAB,"Wanted help setting up availability. Set it up for last year, and needed a refresher on how to get it rolling for 2026.",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/6,SF,ID_dhc,Rachal,Setup configuration,"3rd party payer was set for Claims Tracking, so 3rd party pricing wasn't showing up when creating a sale. Helped her find the setting and adjust it.",Resolved,264247,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/6,LB,FL_phc,Audrey,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,AS,IL_bhs,Brian,Order/sale process,"This is the third time I've had to explain to Brian that you need to deliver devices in order for there to be an invoice, and therefor a sales history line item",Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/6,JI,NV_hccc,Dawn,Return/exchange help,Needed help applying return credit from 3p ledger,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/6,AS,AB_wra,Lauren,General help,Wondering why WCB forms are greyed out for patients who have WCB on file,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
